count	kind	domain	url	note	status
920	rss	pneumasolutions.com	https://pneumasolutions.com/feed/	停更疑慮(report 2026-09-17)但feed實測有2026-03-13~09-11更新(Remote Incident Manager產品消息)待人工確認；#1高頻保留
617	rss	brailleworks.com	https://brailleworks.com/feed/	
587	rss	aira.io	https://aira.io/feed/	
532	rss	theaccessibilityguy.com	https://theaccessibilityguy.com/feed/	
511	rss	mvsltd.com	https://mvsltd.com/feed/	停更(2024-02)內容偏數位行銷/非無障礙 → 建議排除	drop
509	rss	lhblind.org	https://lhblind.org/feed/	
446	rss	doubletaponair.com	https://doubletaponair.com/feed/	
416	rss	freedomscientific.com	https://freedomscientific.com/rss	
390	rss	visiontechacademy.com	https://visiontechacademy.com/feed/	停更(2025-07)內容=低視能目錄/贊助名錄 → 建議排除	drop
338	rss	makeitfable.com	https://makeitfable.com/feed/	RSS=feed/(無podcast feed;另有YT @makeitfable);更新至2026-07;主題=無障礙研究/設計(C.A.R.E.框架) → 保留
336	rss	wayaround.com	https://wayaround.com/rss	停更(2024-07)內容以WayTags(NFC)產品行銷為主 → 建議排除	drop
305	rss	at-newswire.com	https://at-newswire.com/feed/
239	rss	davidwoodbr.podbean.com	https://davidwoodbr.podbean.com/rss
204	rss	nvaccess.org	https://nvaccess.org/rss
200	rss	applevis.com	https://applevis.com/rss
196	rss	accessinformationnews.com	https://accessinformationnews.com/feed/
179	rss	nod.org	https://nod.org/feed/
124	rss	ai-weekly.ai	https://ai-weekly.ai/feed/
119	rss	cnet.com	https://cnet.com/rss
111	rss	accessibleandroid.com	https://accessibleandroid.com/feed/
111	rss	aph.org	https://aph.org/rss
111	rss	donnajodhan.com	https://donnajodhan.com/feed/
106	rss	accessready.org	https://accessready.org/feed/
102	rss	inclusiveimagination.co	https://inclusiveimagination.co/feed/
94	rss	tpgi.com	https://tpgi.com/rss
76	rss	echobatix.com	https://echobatix.com/rss
73	rss	deque.com	https://deque.com/rss
65	rss	drkirkadams.com	https://drkirkadams.com/feed/
65	rss	perkins.org	https://perkins.org/rss
63	rss	eastersealstech.com	https://eastersealstech.com/rss
63	atom	theverge.com	https://theverge.com/atom.xml
62	rss	humanware.com	https://humanware.com/rss
58	rss	fashionabilitychannel.com	https://fashionabilitychannel.com/rss
51	rss	taylorarndt.substack.com	https://taylorarndt.substack.com/feed
50	rss	blog.usablenet.com	https://blog.usablenet.com/rss.xml
48	rss	helenkeller.org	https://helenkeller.org/rss
46	rss	blog.freedomscientific.com	https://blog.freedomscientific.com/feed/
45	rss	pcworld.com	https://pcworld.com/rss
43	rss	accesstechlive.com	https://accesstechlive.com/feed/
43	rss	zdnet.com	https://zdnet.com/rss
40	rss	rarepatientvoice.com	https://rarepatientvoice.com/feed/
38	rss	accessibility.day	https://accessibility.day/feed/
36	rss	speechcentral.net	https://speechcentral.net/feed/
34	rss	9to5mac.com	https://9to5mac.com/feed/
34	rss	braillists.org	https://braillists.org/rss
30	rss	bemyeyes.com	https://bemyeyes.com/rss
29	rss	techcrunch.com	https://techcrunch.com/feed/
28	rss	seeingeye.org	https://seeingeye.org/feed/
28	rss	timdixon.net	https://timdixon.net/rss
26	rss	i4sdi.org	https://i4sdi.org/rss
26	rss	theideaplace.net	https://theideaplace.net/feed/
25	rss	engadget.com	https://engadget.com/rss
25	rss	floridaoutreachcenter.org	https://floridaoutreachcenter.org/rss
25	rss	thatrealblindtechshow.libsyn.com	https://thatrealblindtechshow.libsyn.com/rss
23	rss	livingbraille.eu	https://livingbraille.eu/rss
23	rss	title2.info	https://title2.info/rss
23	rss	veroniiiica.com	https://veroniiiica.com/feed/
22	rss	a11ywithdiana.substack.com	https://a11ywithdiana.substack.com/feed
22	rss	allyant.com	https://allyant.com/feed/
22	rss	blog.documentfoundation.org	https://blog.documentfoundation.org/rss
22	rss	goodereader.com	https://goodereader.com/rss
21	rss	inclusivepublishing.org	https://inclusivepublishing.org/rss
20	rss	sighttechglobal.com	https://sighttechglobal.com/rss
20	rss	vispero.com	https://vispero.com/rss
19	rss	adrianroselli.com	https://adrianroselli.com/rss
19	rss	equalentry.com	https://equalentry.com/rss
18	rss	dennisdeacon.com	https://dennisdeacon.com/rss
18	rss	tavip.org.uk	https://tavip.org.uk/rss
18	rss	windowscentral.com	https://windowscentral.com/rss
17	rss	neurologyconference2025.com	https://neurologyconference2025.com/rss
17	rss	striveability.uk	https://striveability.uk/rss
15	rss	desireerenae.com	https://desireerenae.com/rss
15	rss	evengrounds.com	https://evengrounds.com/rss
14	rss	attoday.co.uk	https://attoday.co.uk/rss
14	rss	blog.thunderbird.net	https://blog.thunderbird.net/rss
14	rss	fireborn.mataroa.blog	https://fireborn.mataroa.blog/rss
14	rss	geeky-gadgets.com	https://geeky-gadgets.com/rss
14	rss	iaccessibility.net	https://iaccessibility.net/rss
14	rss	sharons-shortcuts.ie	https://sharons-shortcuts.ie/rss
14	rss	vabvi.org	https://vabvi.org/rss
13	rss	axesslab.com	https://axesslab.com/rss
13	rss	barrierfreecanada.org	https://barrierfreecanada.org/rss
13	rss	blogs.microsoft.com	https://blogs.microsoft.com/rss
13	rss	yourdolphin.com	https://yourdolphin.com/rss
12	rss	aphconnectcenter.org	https://aphconnectcenter.org/rss
12	atom	arstechnica.com	https://arstechnica.com/feed/atom
12	rss	blindaccessjournal.com	https://blindaccessjournal.com/rss
12	rss	blog.google	https://blog.google/rss
12	rss	blog.pope.tech	https://blog.pope.tech/rss
12	atom	drewsound.com	https://drewsound.com/atom.xml
12	rss	macrumors.com	https://macrumors.com/rss
12	rss	tomsguide.com	https://tomsguide.com/rss
11	rss	accessibleweb.com	https://accessibleweb.com/rss
11	rss	androidcentral.com	https://androidcentral.com/rss
11	rss	beaccessible.com	https://beaccessible.com/rss
11	rss	bits-acb.org	https://bits-acb.org/rss
11	rss	hartgen.org	https://hartgen.org/rss
10	rss	intopia.digital	https://intopia.digital/rss
10	rss	nelowvision.com	https://nelowvision.com/rss
10	rss	tarnoff.info	https://tarnoff.info/rss
9	rss	afixt.com	https://afixt.com/rss
9	rss	digitala11y.com	https://digitala11y.com/rss
9	rss	imore.com	https://imore.com/rss
9	rss	nfbmd.org	https://nfbmd.org/rss.xml
9	rss	pro.gofundme.com	https://pro.gofundme.com/rss
9	rss	techradar.com	https://techradar.com/rss
9	rss	theguardian.com	https://theguardian.com/rss
8	rss	9to5google.com	https://9to5google.com/rss
8	rss	blindambition.co.uk	https://blindambition.co.uk/rss
8	rss	blog.dotincorp.com	https://blog.dotincorp.com/rss.xml
8	rss	caniplaythat.com	https://caniplaythat.com/rss
8	rss	icanconnect.org	https://icanconnect.org/rss
8	rss	interestingengineering.com	https://interestingengineering.com/rss
8	rss	lanie.work	https://lanie.work/index.xml
8	atom	technologyreview.com	https://technologyreview.com/feed/atom
8	rss	training.vispero.com	https://training.vispero.com/rss
7	rss	accessnow.com	https://accessnow.com/rss
7	rss	blog.archive.org	https://blog.archive.org/rss
7	rss	disabilitydebrief.org	https://disabilitydebrief.org/rss
7	rss	disabilityscoop.com	https://disabilityscoop.com/rss
7	rss	fastcompany.com	https://fastcompany.com/rss
7	rss	hearingreview.com	https://hearingreview.com/rss
7	rss	sixcolors.com	https://sixcolors.com/rss
7	rss	yourtechvision.com	https://yourtechvision.com/rss
6	rss	a11yblog.com	https://a11yblog.com/rss
6	rss	a11ytalks.com	https://a11ytalks.com/rss.xml
6	rss	a2i.co.uk	https://a2i.co.uk/rss
6	rss	accessaces.com	https://accessaces.com/rss
6	rss	atia.org	https://atia.org/rss
6	rss	blog.joinmastodon.org	https://blog.joinmastodon.org/index.xml
6	rss	blogs.windows.com	https://blogs.windows.com/rss
6	rss	boldblindbeauty.com	https://boldblindbeauty.com/rss
6	rss	computerworld.com	https://computerworld.com/rss
6	rss	joedolson.com	https://joedolson.com/rss
6	atom	liblouis.io	https://liblouis.io/atom.xml
6	rss	macworld.com	https://macworld.com/rss
6	rss	ophthalmicedge.org	https://ophthalmicedge.org/rss
6	rss	sciencedaily.com	https://sciencedaily.com/rss
6	rss	smashingmagazine.com	https://smashingmagazine.com/index.xml
6	rss	uploadvr.com	https://uploadvr.com/rss
5	rss	accessiblepass.net	https://accessiblepass.net/rss
5	atom	davidgoldfield.wordpress.com	https://davidgoldfield.wordpress.com/atom.xml
5	rss	dev.to	https://dev.to/rss
5	rss	gle.world	https://gle.world/rss
5	rss	imagemd.org	https://imagemd.org/rss
5	rss	islandconference.org	https://islandconference.org/rss
5	atom	jantrid.net	https://jantrid.net/feeds/posts/default
5	rss	lifehacker.com	https://lifehacker.com/index.xml
5	rss	office-watch.com	https://office-watch.com/rss
5	rss	sayitinbraille.com	https://sayitinbraille.com/rss
5	rss	techbullion.com	https://techbullion.com/rss
5	rss	theblindguide.com	https://theblindguide.com/rss
4	rss	about.fb.com	https://about.fb.com/rss
4	rss	accessibility.org.au	https://accessibility.org.au/rss
4	rss	accessiblepharmacy.com	https://accessiblepharmacy.com/rss
4	rss	github.blog	https://github.blog/rss
4	rss	joeorozco.com	https://joeorozco.com/rss
4	rss	lighthouseguild.org	https://lighthouseguild.org/rss
4	rss	malwarebytes.com	https://malwarebytes.com/rss
4	atom	nimerblogs.blogspot.com	https://nimerblogs.blogspot.com/atom.xml
4	rss	ozewai.org	https://ozewai.org/rss
4	rss	racheleditullio.com	https://racheleditullio.com/rss
4	rss	talkingflightmonitor.com	https://talkingflightmonitor.com/rss
4	rss	visionservealliance.org	https://visionservealliance.org/rss
4	rss	visiotech.co	https://visiotech.co/rss
4	rss	vividlanguage.bearblog.dev	https://vividlanguage.bearblog.dev/rss.xml

